author,title,author_title,bengali,partial_trans,correct_trans
Upendrakishore Ray Chowdhury,বোকা জোলা আর শিয়ালের কথা,Upendrakishore Ray Chowdhury - বোকা জোলা আর শিয়ালের কথা,"’শিয়াল চোখ ঠেরে তাদের কানে - কানে বললে, ‘উনি একবার বই দুবার মেখে খান না, আর পাতে যা থাকে তা চাদরে বেঁধে সেই চাদরখানি সুদ্ধ গরীবকে দেন","’शिय़ाल चोख ठेरे तादेर काने - काने बलले, ‘उनि एकबार बइ दुबार मेखे खान ना, आर पाते या थाके ता चादरे बेँधे सेइ चादरखानि सुद्ध गरीबके देन","’शिय़ाल चोख ठेरे तादेर काने - काने बलले, ‘उनि एकबार बइ दुबार मेखे खान ना, आर पाते या थाके ता चादरे बेँधे सेइ चादरखानि सुद्ध गरीबके देन"
Upendrakishore Ray Chowdhury,বোকা জোলা আর শিয়ালের কথা,Upendrakishore Ray Chowdhury - বোকা জোলা আর শিয়ালের কথা,একজন গরীবকে ডাক,एकजन गरीबके डाक,एकजन गरीबके डाक
Upendrakishore Ray Chowdhury,বোকা জোলা আর শিয়ালের কথা,Upendrakishore Ray Chowdhury - বোকা জোলা আর শিয়ালের কথা,’বলে সে খাবার - বাঁধা চাদরখানি জোলার গা থেকে খুলে গরীব্কে দিতে গেল,’बले से खाबार - बाँधा चादरखानि जोलार गा थेके खुले गरीब्के दिते गेल,’बले से खाबार - बाँधा चादरखानि जोलार गा थेके खुले गरीब्के दिते गेल
Upendrakishore Ray Chowdhury,বোকা জোলা আর শিয়ালের কথা,Upendrakishore Ray Chowdhury - বোকা জোলা আর শিয়ালের কথা,শোবার সময় জোলার ভারি মুস্কিল হল,शोबार समय़ जोलार भारि मुस्किल हल,शोबार समय जोलार भारि मुस्किल हल
Upendrakishore Ray Chowdhury,বোকা জোলা আর শিয়ালের কথা,Upendrakishore Ray Chowdhury - বোকা জোলা আর শিয়ালের কথা,"হাতির দাঁতের খাটে বিছানা, তাতে মশারি খাটানো","हातिर दाँतेर खाटे बिछाना, ताते मशारि खाटानो","हातिर दाँतेर खाटे बिछाना, ताते मशारि खाटानो"
Upendrakishore Ray Chowdhury,বোকা জোলা আর শিয়ালের কথা,Upendrakishore Ray Chowdhury - বোকা জোলা আর শিয়ালের কথা,"সে বেচারা কোনদিন খাটও দেখেনি, মশারিও দেখেনি","से बेचारा कोनदिन खाटओ देखेनि, मशारिओ देखेनि","से बेचारा कोनदिन खाटओ देखेनि, मशारिओ देखेनि"
Upendrakishore Ray Chowdhury,বোকা জোলা আর শিয়ালের কথা,Upendrakishore Ray Chowdhury - বোকা জোলা আর শিয়ালের কথা,"আগে গিয়ে খাটের তলায় ঢুকল, সেখানে বিছনা নেই দেখে বেরিয়ে এল","आगे गिय़े खाटेर तलाय़ ढुकल, सेखाने बिछना नेइ देखे बेरिय़े एल","आगे गिय़े खाटेर तलाय़ ढुकल, सेखाने बिछना नेइ देखे बेरिय़े एल"
Upendrakishore Ray Chowdhury,বোকা জোলা আর শিয়ালের কথা,Upendrakishore Ray Chowdhury - বোকা জোলা আর শিয়ালের কথা,"তরপর মশারির চারধার খুঁজে, তার দরজা টের পেয়ে বললে, ‘বুঝেছি, ঘরের ভেতর ঘর করেছে, তার দোর রেখেছে চালের উপর","तरपर मशारिर चारधार खुँजे, तार दरजा टेर पेय़े बलले, ‘बुझेछि, घरेर भेतर घर करेछे, तार दोर रेखेछे चालेर उपर","तरपर मशारिर चारधार खुजे, तार दरजा टेर पे बलले, ‘बुझे छि, घरेर भीतर घर करे छे, तार दोर रेखे छे चालेर उपर"
Upendrakishore Ray Chowdhury,বোকা জোলা আর শিয়ালের কথা,Upendrakishore Ray Chowdhury - বোকা জোলা আর শিয়ালের কথা,’বলে সে খাটের খুঁটি বেয়ে যেই মশারির চালে উঠতে গিয়েছে অমনি সবসুদ্ধ ভেঙে নিয়ে ধপাৎ,’बले से खाटेर खुँटि बेय़े येइ मशारिर चाले उठते गिय़ेछे अमनि सबसुद्ध भेङे निय़े धपात्,’बले से खाटेर खुँटि बेय़े येइ मशारिर चाले उठते गिय़ेछे अमनि सबसुद्ध भेङे निय़े धपात्
Upendrakishore Ray Chowdhury,বোকা জোলা আর শিয়ালের কথা,Upendrakishore Ray Chowdhury - বোকা জোলা আর শিয়ালের কথা,"তখন সে কাঁদতে কাঁদতে বললে, ‘ধান কাটতুম, কাপড় বুনতুম, সেই ছিল ভালো","तखन से काँदते काँदते बलले, ‘धान काटतुम, कापड़ बुनतुम, सेइ छिल भालो","तखन से काँदते काँदते बलले, ‘धान काटतुम, कापड़ बुनतुम, सेइ छिल भालो"
Upendrakishore Ray Chowdhury,বোকা জোলা আর শিয়ালের কথা,Upendrakishore Ray Chowdhury - বোকা জোলা আর শিয়ালের কথা,রাজার মেয়ে বিয়ে করে কোমর ভেঙে গেল,राजार मेय़े बिय़े करे कोमर भेङे गेल,राजार मेठो बिरे करे कोमर भेङे गेल
Upendrakishore Ray Chowdhury,বোকা জোলা আর শিয়ালের কথা,Upendrakishore Ray Chowdhury - বোকা জোলা আর শিয়ালের কথা,"’ভাগ্যিস্ সেখানে কোন লোক ছিল না, কেবল রাজার মেয়ে ছিলেন, আর বাইরে শিয়াল বসে চীল","’भाग्यिस् सेखाने कोन लोक छिल ना, केबल राजार मेय़े छिलेन, आर बाइरे शिय़ाल बसे चील","’भाग्यिस् सेखाने कोन लोक छिल ना, केवल राजार मेखे छिलेन, आर बाइरे शिराल बसे चील"
Upendrakishore Ray Chowdhury,বোকা জোলা আর শিয়ালের কথা,Upendrakishore Ray Chowdhury - বোকা জোলা আর শিয়ালের কথা,"রাজার মেয়ে অনেক কাঁদলেন, আর শিয়ালকে বকলেন","राजार मेय़े अनेक काँदलेन, आर शिय़ालके बकलेन","राजार मेथे अनेक काँदलेन, आर शिथालके बकलेन"
Upendrakishore Ray Chowdhury,বোকা জোলা আর শিয়ালের কথা,Upendrakishore Ray Chowdhury - বোকা জোলা আর শিয়ালের কথা,"কিন্তু তার ভারি বুদ্ধি ছিল, তাই এই কথা আর কাউকে বললেন না","किन्तु तार भारि बुद्धि छिल, ताइ एइ कथा आर काउके बललेन ना","किन्तु तार भारि बुद्धि छिल, ताइ एइ कथा आर काउके बललेन ना"
Upendrakishore Ray Chowdhury,বোকা জোলা আর শিয়ালের কথা,Upendrakishore Ray Chowdhury - বোকা জোলা আর শিয়ালের কথা,"পরদিন রাজার মেয়ের কথায় শিয়াল গিয়ে রাজাকে বলল, ‘মহারাজ, আপনার জামাই বলছেন, আপনার মেয়েকে নিয়ে তিনি নানান দেশ দেখতে যাবেন","परदिन राजार मेय़ेर कथाय़ शिय़ाल गिय़े राजाके बलल, ‘महाराज, आपनार जामाइ बलछेन, आपनार मेय़ेके निय़े तिनि नानान देश देखते याबेन","परदिन राजार मेघेर कथा शिघाल गिघे राजाके बलल, ‘महाराज, आपनार जामाइ बलछेन, आपनार मेघे के निघे तिनि नानान देश देखते याबेन"
Upendrakishore Ray Chowdhury,বোকা জোলা আর শিয়ালের কথা,Upendrakishore Ray Chowdhury - বোকা জোলা আর শিয়ালের কথা,তাই ছুটি চাচ্ছেন,ताइ छुटि चाच्छेन,ताइ छुटि चाच्छेन
Upendrakishore Ray Chowdhury,বোকা জোলা আর শিয়ালের কথা,Upendrakishore Ray Chowdhury - বোকা জোলা আর শিয়ালের কথা,’রাজা খুশি হয়ে ছুটি দিলন আর লোকজন টাকাকড়ি সঙ্গে দিলেন,’राजा खुशि हय़े छुटि दिलन आर लोकजन टाकाकड़ि सङ्गे दिलेन,’राजा खुशि हय़े छुटि दिलन आर लोकजन टाकाकड़ि सङ्गे दिलेन
Upendrakishore Ray Chowdhury,বোকা জোলা আর শিয়ালের কথা,Upendrakishore Ray Chowdhury - বোকা জোলা আর শিয়ালের কথা,"তরপর রাজার মেয়ে জোলাকে নিয়ে আর এক দেশে গিয়ে, বড় - বড় মাষ্টার রেখে তাকে সকল রকম বিদ্যে সেখাতে লাগলেন","तरपर राजार मेय़े जोलाके निय़े आर एक देशे गिय़े, बड़ - बड़ माष्टार रेखे ताके सकल रकम बिद्ये सेखाते लागलेन","तरपर राजार मेय़े जोलाके निय़े आर एक देशे गिय़े, बड़ - बड़ माष्टार रेखे ताके सकल रकम बिद्ये सेखाते लागलेन"
Upendrakishore Ray Chowdhury,বোকা জোলা আর শিয়ালের কথা,Upendrakishore Ray Chowdhury - বোকা জোলা আর শিয়ালের কথা,দু - তিন বছরের মধ্যে জোলামস্ত বড় বীর আর পণ্ডিত হয়ে উঠল,दु - तिन बछरेर मध्ये जोलामस्त बड़ बीर आर पण्डित हय़े उठल,दु - तिन बछरेर मध्ये जोलामस्त बृ वीर आर पण्डित हँे उठल
Upendrakishore Ray Chowdhury,বোকা জোলা আর শিয়ালের কথা,Upendrakishore Ray Chowdhury - বোকা জোলা আর শিয়ালের কথা,"তখন খবর এল যে, রাজা মরে গেছেন, আর তাঁর ছেলে নেই বলে জামাইকে রাজা করে গিয়েছেন","तखन खबर एल ये, राजा मरे गेछेन, आर ताँर छेले नेइ बले जामाइके राजा करे गिय़ेछेन","तखन खबर एल ये, राजा मरे गेछेन, आर ताँर छेले नेइ बले जामाइके राजा करे गिय़ेछेन"
Upendrakishore Ray Chowdhury,বোকা জোলা আর শিয়ালের কথা,Upendrakishore Ray Chowdhury - বোকা জোলা আর শিয়ালের কথা,তখন খুব সুখের কথা হল,तखन खुब सुखेर कथा हल,तखन खुब सुखेर कथा हल
Upendrakishore Ray Chowdhury,গুপি গাইন ও বাঘা বাইন,Upendrakishore Ray Chowdhury - গুপি গাইন ও বাঘা বাইন,তোমরা গান গাইতে পার,तोमरा गान गाइते पार,तोमरा गान गाइते पार
Upendrakishore Ray Chowdhury,গুপি গাইন ও বাঘা বাইন,Upendrakishore Ray Chowdhury - গুপি গাইন ও বাঘা বাইন,"আমি একজন লোকের কথা বলব, সে একটা গান গাইতে পারত","आमि एकजन लोकेर कथा बलब, से एकटा गान गाइते पारत","आमि एकजन लोकेर कथा बलब, से एकटा गान गाइते पारत"
Upendrakishore Ray Chowdhury,গুপি গাইন ও বাঘা বাইন,Upendrakishore Ray Chowdhury - গুপি গাইন ও বাঘা বাইন,"তার নাম ছিল গুপি কাইন, তার বাবার নাম ছিল কানু কাইন","तार नाम छिल गुपि काइन, तार बाबार नाम छिल कानु काइन","तार नाम छिल गुपि काइन, तार बाबार नाम छिल कानु काइन"
Upendrakishore Ray Chowdhury,গুপি গাইন ও বাঘা বাইন,Upendrakishore Ray Chowdhury - গুপি গাইন ও বাঘা বাইন,তার একটা মুদীর দোকান ছিল,तार एकटा मुदीर दोकान छिल,तार एकटा मुदीर दोकान छिल
Upendrakishore Ray Chowdhury,গুপি গাইন ও বাঘা বাইন,Upendrakishore Ray Chowdhury - গুপি গাইন ও বাঘা বাইন,"গুপি কিনা একটা গান গাইতে পারত, আর সে গ্রামের আর কেউ কিছু গাইতে পারত না, তাই তারা তাকে খাতির করে বলত গুপি ‘গাইন’","गुपि किना एकटा गान गाइते पारत, आर से ग्रामेर आर केउ किछु गाइते पारत ना, ताइ तारा ताके खातिर करे बलत गुपि ‘गाइन’","गुपि किना एकटा गान गाइते पारत, आर से ग्रामेर आर केउ किछु गाइते पारत ना, ताइ तारा ताके खातिर करे बलत गुपि ‘गाइन’"
Upendrakishore Ray Chowdhury,গুপি গাইন ও বাঘা বাইন,Upendrakishore Ray Chowdhury - গুপি গাইন ও বাঘা বাইন,"গুপি যদিও একটা বই গান জানত না, কিন্তু সেই একটা গান সে খুব ক’রেই গাইত; সেটা না গেয়ে সে তিলেকও থাকতে পারত না, তার দম আটকে আসত","गुपि यदिओ एकटा बइ गान जानत ना, किन्तु सेइ एकटा गान से खुब क’रेइ गाइत; सेटा ना गेय़े से तिलेकओ थाकते पारत ना, तार दम आटके आसत","गुपि यदिओ एकटा बइ गान जानत ना, किन्तु सेइ एकटा गान से खुब क’रेइ गाइत; सेटा ना गेय़े से तिलेकओ थाकते पारत ना, तार दम आटके आसत"
Upendrakishore Ray Chowdhury,গুপি গাইন ও বাঘা বাইন,Upendrakishore Ray Chowdhury - গুপি গাইন ও বাঘা বাইন,"যখন সে ঘরে ব’সে গাইত, তখন তার বাবার দোকানের খদ্দের সব ছুটে পালাত","यखन से घरे ब’से गाइत, तखन तार बाबार दोकानेर खद्देर सब छुटे पालात","यखन से घरे बैसे गाइत, तखन तार बाबार दोकानेर खद्देर सब छुटे पालात"
Upendrakishore Ray Chowdhury,গুপি গাইন ও বাঘা বাইন,Upendrakishore Ray Chowdhury - গুপি গাইন ও বাঘা বাইন,"যখন সে মাঠে গিয়ে গান গাইত, তখন মাঠের যত গরু সব দড়ি ছিঁড়ে ভাগত","यखन से माठे गिय़े गान गाइत, तखन माठेर यत गरु सब दड़ि छिँड़े भागत","यखन से माठे गिरे गान गाइत, तखन माठेर यत गरु सब दृढि छिडे भागत"
Upendrakishore Ray Chowdhury,গুপি গাইন ও বাঘা বাইন,Upendrakishore Ray Chowdhury - গুপি গাইন ও বাঘা বাইন,"শেষে আর তার ভয়ে তার বাবার দোকানে খদ্দেরই আসে না, রাখালেরাও মাঠে গরু নিয়ে যেতে পারে না","शेषे आर तार भय़े तार बाबार दोकाने खद्देरइ आसे ना, राखालेराओ माठे गरु निय़े येते पारे ना","शेषे आर तार भय़े तार बाबार दोकाने खद्देरइ आसे ना, राखालेराओ माठे गरु निय़े येते पारे ना"
Upendrakishore Ray Chowdhury,গুপি গাইন ও বাঘা বাইন,Upendrakishore Ray Chowdhury - গুপি গাইন ও বাঘা বাইন,তখন একদিন কানু কাইন তাকে এই বড় বাঁশ নিয়ে তাড়া করতে সে ছুটে মাঠে চ’লে গেল; সেখানে রাখালের দল লাঠি নিয়ে আসতে বনের ভিতর গিয়ে খুব ক’রে গলা ভাঁজতে লাগল,तखन एकदिन कानु काइन ताके एइ बड़ बाँश निय़े ताड़ा करते से छुटे माठे च’ले गेल; सेखाने राखालेर दल लाठि निय़े आसते बनेर भितर गिय़े खुब क’रे गला भाँजते लागल,तखन एकदिन कानु काइन ताके एइ बृ बाँश निटे ताड़ा करते से छुटे माठे च’ले गेल; सेखाने राखालेर दल लाठि निटे आसते बनेर भितर गिटे खुब क’रे गला भाँजते लागल
Upendrakishore Ray Chowdhury,গুপি গাইন ও বাঘা বাইন,Upendrakishore Ray Chowdhury - গুপি গাইন ও বাঘা বাইন,"গুপিদের গ্রমের কাছেই আরেকটা গ্রামে একজন লোক থাকত, তার নাম ছিল পাঁচু পাইন","गुपिदेर ग्रमेर काछेइ आरेकटा ग्रामे एकजन लोक थाकत, तार नाम छिल पाँचु पाइन","गुपिदेर ग्रमेर काछेइ आरेकटा ग्रामे एकजन लोक थाकत, तार नाम छिल पाँचु पाइन"
Upendrakishore Ray Chowdhury,গুপি গাইন ও বাঘা বাইন,Upendrakishore Ray Chowdhury - গুপি গাইন ও বাঘা বাইন,পাঁচুর ছেলেটির বড্ড ঢোলক বাজাবার শখ ছিল,पाँचुर छेलेटिर बड्ड ढोलक बाजाबार शख छिल,पाँचुर छेलेटिर बड्ड ढोलक बाजाबार शख छिल
Upendrakishore Ray Chowdhury,গুপি গাইন ও বাঘা বাইন,Upendrakishore Ray Chowdhury - গুপি গাইন ও বাঘা বাইন,"বাজাতে বাজাতে সে বিষম ঢুলতে থাকত, আর পা নাড়ত আর চোখ পাকাত, আর দাঁত খিঁচোত, আর ভ্রূকুটি করত","बाजाते बाजाते से बिषम ढुलते थाकत, आर पा नाड़त आर चोख पाकात, आर दाँत खिँचोत, आर भ्रूकुटि करत","बाजाते बाजाते से विषम ढुलते थाकत, आर पा नाड़त आर चोख पाकात, आर दाँत खिँचोत, आर भ्रूकुटि करत"
Upendrakishore Ray Chowdhury,গুপি গাইন ও বাঘা বাইন,Upendrakishore Ray Chowdhury - গুপি গাইন ও বাঘা বাইন,"তার গ্রামের লোকেরা তা দেখে হাঁ ক’রে থাকত আর বলত, ‘আহা","तार ग्रामेर लोकेरा ता देखे हाँ क’रे थाकत आर बलत, ‘आहा","तार ग्रामेर लोकेरा ता देखे हाँ क’रे थाकत आर बलत, ‘आहा"
Upendrakishore Ray Chowdhury,গুপি গাইন ও বাঘা বাইন,Upendrakishore Ray Chowdhury - গুপি গাইন ও বাঘা বাইন,"’শেষে যখন ‘হাঃ, হাঃ, হা - হা","’शेषे यखन ‘हाः, हाः, हा - हा","’शेषे यखन ‘हाः, हाः, हा - हा"
Upendrakishore Ray Chowdhury,গুপি গাইন ও বাঘা বাইন,Upendrakishore Ray Chowdhury - গুপি গাইন ও বাঘা বাইন,"’ব’লে বাঘের মত খেঁকিয়ে উঠত, তখন সকলে পালাবার ফাঁক না পেয়ে চিৎপাত হয়ে প’ড়ে যেত","’ब’ले बाघेर मत खेँकिय़े उठत, तखन सकले पालाबार फाँक ना पेय़े चित्पात हय़े प’ड़े येत","’ब’ले बाघेर मत खेँकिटे उठत, तखन सकले पालाबार फाँक ना पेये चित्पात हये प’ड़े येत"
Upendrakishore Ray Chowdhury,গুপি গাইন ও বাঘা বাইন,Upendrakishore Ray Chowdhury - গুপি গাইন ও বাঘা বাইন,তাই থেকে সকলে তাকে বলত ‘বাঘা বাইন,ताइ थेके सकले ताके बलत ‘बाघा बाइन,ताइ थेके सकले ताके बलत ‘बाघा बाइन
Upendrakishore Ray Chowdhury,গুপি গাইন ও বাঘা বাইন,Upendrakishore Ray Chowdhury - গুপি গাইন ও বাঘা বাইন,"’তার এই বাঘা নামই রটে গিয়েছিল; আসল নাম যে তার কি, তা কেউ জানত না","’तार एइ बाघा नामइ रटे गिय़ेछिल; आसल नाम ये तार कि, ता केउ जानत ना","’तार एइ बाघा नामइ रटे गिय़ेछिल; आसल नाम ये तार कि, ता केउ जानत ना"
Upendrakishore Ray Chowdhury,গুপি গাইন ও বাঘা বাইন,Upendrakishore Ray Chowdhury - গুপি গাইন ও বাঘা বাইন,বাঘা ঢোলক বাজাত আর রোজ একটা ক’রে ঢোলক ভাঙত,बाघा ढोलक बाजात आर रोज एकटा क’रे ढोलक भाङत,बाघा ढोलक बाजात आर रोज एकटा क’रे ढोलक भाङत
Upendrakishore Ray Chowdhury,গুপি গাইন ও বাঘা বাইন,Upendrakishore Ray Chowdhury - গুপি গাইন ও বাঘা বাইন,শেষে আর পাঁচু তার ঢোলকের পয়সা দিয়ে উঠতে পারে না,शेषे आर पाँचु तार ढोलकेर पय़सा दिय़े उठते पारे ना,शेषे आर पाँचु तार ढोलकेर पय़सा दिय़े उठते पारे ना
Upendrakishore Ray Chowdhury,গুপি গাইন ও বাঘা বাইন,Upendrakishore Ray Chowdhury - গুপি গাইন ও বাঘা বাইন,"কিন্তু বাঘার বাজনা বন্ধ হবে, তাও কি হয়","किन्तु बाघार बाजना बन्ध हबे, ताओ कि हय़","किन्तु बाघार बाजना बन्ध हबे, ताओ कि हय़"
Upendrakishore Ray Chowdhury,গুপি গাইন ও বাঘা বাইন,Upendrakishore Ray Chowdhury - গুপি গাইন ও বাঘা বাইন,"গ্রামের লোকেরা পাঁচুকে বলল, ‘তুমি না পার, নাহয় আমরাই সকলে চাঁদা ক’রে ঢোলকের পয়সাটা দি","ग्रामेर लोकेरा पाँचुके बलल, ‘तुमि ना पार, नाहय़ आमराइ सकले चाँदा क’रे ढोलकेर पय़साटा दि","ग्रामेर लोकेरा पाँचुके बलल, ‘तुमि ना पार, नाहय़ आमराइ सकले चाँदा क’रे ढोलकेर पय़साटा दि"
Upendrakishore Ray Chowdhury,গুপি গাইন ও বাঘা বাইন,Upendrakishore Ray Chowdhury - গুপি গাইন ও বাঘা বাইন,"আমাদের গ্রামে এমন একটা ওস্তাদ হয়েছে, তার বাজনাটা বন্ধ হয়ে যাবে","आमादेर ग्रामे एमन एकटा ओस्ताद हय़ेछे, तार बाजनाटा बन्ध हय़े याबे","आमादेर ग्रामे एमन एकटा ओस्ताद हय़ेछे, तार बाजनाटा बन्ध हय़े याबे"
Upendrakishore Ray Chowdhury,গুপি গাইন ও বাঘা বাইন,Upendrakishore Ray Chowdhury - গুপি গাইন ও বাঘা বাইন,"’শেষে ঠিক হল যে গ্রামের সকলে চাঁদা ক’রে বাঘাকে একটা ঢোলক কিনে দেবে, আর সেই ঢোলকটি আর তার ছাউনি খুব মজবুত হবে, যাতে বাঘার হাতেও আর সেটা সহজে না ছেঁড়ে","’शेषे ठिक हल ये ग्रामेर सकले चाँदा क’रे बाघाके एकटा ढोलक किने देबे, आर सेइ ढोलकटि आर तार छाउनि खुब मजबुत हबे, याते बाघार हातेओ आर सेटा सहजे ना छेँड़े","’शेषे ठिक हल ये ग्रामेर सकले चाँदा क’रे बाघाके एकटा ढोलक किने देबे, आर सेइ ढोलकटि आर तार छाउनि खुब मजबुत हबे, याते बाघार हातेओ आर सेटा सहजे ना छेँड़े"
Upendrakishore Ray Chowdhury,গুপি গাইন ও বাঘা বাইন,Upendrakishore Ray Chowdhury - গুপি গাইন ও বাঘা বাইন,সে যা ঢোলক হল,से या ढोलक हल,से या ढोलक हल
Upendrakishore Ray Chowdhury,গুপি গাইন ও বাঘা বাইন,Upendrakishore Ray Chowdhury - গুপি গাইন ও বাঘা বাইন,"তার মুখ হল সাড়ে - তিন হাত চওড়া, আর ছাউনি মোষের চামড়ার","तार मुख हल साड़े - तिन हात चओड़ा, आर छाउनि मोषेर चामड़ार","तार मुख हल साड़े - तिन हात चओड़ा, आर छाउनि मोषेर चामड़ार"
Upendrakishore Ray Chowdhury,গুপি গাইন ও বাঘা বাইন,Upendrakishore Ray Chowdhury - গুপি গাইন ও বাঘা বাইন,"বাঘা সেটা পেয়ে যার পর নাই খুশি হয়ে বললে, ‘আমি দাঁড়িয়ে বাজাব","बाघा सेटा पेय़े यार पर नाइ खुशि हय़े बलले, ‘आमि दाँड़िय़े बाजाब","बाघा सेटा पेय़े यार पर नाइ खुशि हय़े बलले, ‘आमि दाँड़िय़े बाजाब"
Upendrakishore Ray Chowdhury,গুপি গাইন ও বাঘা বাইন,Upendrakishore Ray Chowdhury - গুপি গাইন ও বাঘা বাইন,’তখন থেকে সে দাঁড়িয়ে দাঁড়িয়ে সেই ঢোলক লাঠি দিয়ে বাজায়,’तखन थेके से दाँड़िय़े दाँड़िय़े सेइ ढोलक लाठि दिय़े बाजाय़,’तखन थेके से दाँड़िघे दाँड़िघे सेइ ढोलक लाठि दि घे बाजा
Upendrakishore Ray Chowdhury,গুপি গাইন ও বাঘা বাইন,Upendrakishore Ray Chowdhury - গুপি গাইন ও বাঘা বাইন,দেড় মাস দিনরাত বাজিয়েও বাঘা সেটাকে ছিঁড়তে পারল না,देड़ मास दिनरात बाजिय़ेओ बाघा सेटाके छिँड़ते पारल ना,देड़ मास दिनरात बाजिॠेो बाघा सेटाके छिँडते पारल ना
Upendrakishore Ray Chowdhury,গুপি গাইন ও বাঘা বাইন,Upendrakishore Ray Chowdhury - গুপি গাইন ও বাঘা বাইন,"ততদিনে তার বাজনা শুনে শুনে তার বাপ মা পাগল হয়ে গেল, গ্রামের লোকের মাথা ঘুরতে লাগল","ततदिने तार बाजना शुने शुने तार बाप मा पागल हय़े गेल, ग्रामेर लोकेर माथा घुरते लागल","ततदिने तार बाजना शुने शुने तार बाप मा पागल हय़े गेल, ग्रामेर लोकेर माथा घुरते लागल"
Upendrakishore Ray Chowdhury,গুপি গাইন ও বাঘা বাইন,Upendrakishore Ray Chowdhury - গুপি গাইন ও বাঘা বাইন,আর দিনকতক এইভাবে চললে কি হত বলা যায় না,आर दिनकतक एइभाबे चलले कि हत बला याय़ ना,आर दिनकतक एइभाबे चलले कि हत बला याय़ ना
Upendrakishore Ray Chowdhury,গুপি গাইন ও বাঘা বাইন,Upendrakishore Ray Chowdhury - গুপি গাইন ও বাঘা বাইন,"এর মধ্যে একদিন গ্রামের সকলে মিলে মোটা মোটা লাঠি নিয়ে এসে বাঘাকে বললে, ‘লক্ষ্মী, দাদা","एर मध्ये एकदिन ग्रामेर सकले मिले मोटा मोटा लाठि निय़े एसे बाघाके बलले, ‘लक्ष्मी, दादा","एर मध्ये एकदिन ग्रामेर सकले मिले मोटा मोटा लाठि निके एसे बाघाके बलले, ‘लक्ष्मी, दादा"
Upendrakishore Ray Chowdhury,গুপি গাইন ও বাঘা বাইন,Upendrakishore Ray Chowdhury - গুপি গাইন ও বাঘা বাইন,"তোমাকে দশ হাঁড়ি মিঠাই দিচ্ছি, অন্য কোথাও চ’লে যাও, নইলে আমরা সবাই পাগল হয়ে যাব","तोमाके दश हाँड़ि मिठाइ दिच्छि, अन्य कोथाओ च’ले याओ, नइले आमरा सबाइ पागल हय़े याब","तोमाके दश हाँड़ि मिठाइ दिच्छि, अन्य कोथाओ च’ले याओ, नइले आमरा सबाइ पागल हटे याव"
Upendrakishore Ray Chowdhury,গুপি গাইন ও বাঘা বাইন,Upendrakishore Ray Chowdhury - গুপি গাইন ও বাঘা বাইন,’বাঘা আর কী করে,’बाघा आर की करे,’बाघा आर की करे
Upendrakishore Ray Chowdhury,গুপি গাইন ও বাঘা বাইন,Upendrakishore Ray Chowdhury - গুপি গাইন ও বাঘা বাইন,তখন কাজেই তাকে অন্য একটা গ্রামে চলে যেতে হল,तखन काजेइ ताके अन्य एकटा ग्रामे चले येते हल,तखन काजेइ ताके अन्य एकटा ग्रामे चले येते हल
Upendrakishore Ray Chowdhury,গুপি গাইন ও বাঘা বাইন,Upendrakishore Ray Chowdhury - গুপি গাইন ও বাঘা বাইন,সেখানে দুদিন না থাকতে থাকতেই সেখানকার সকলে মিলে তাকে গ্রাম থেকে বার করে দিল,सेखाने दुदिन ना थाकते थाकतेइ सेखानकार सकले मिले ताके ग्राम थेके बार करे दिल,सेखाने दुदिन ना थाकते थाकतेइ सेखानकार सकले मिले ताके ग्राम थेके बार करे दिल
Upendrakishore Ray Chowdhury,গুপি গাইন ও বাঘা বাইন,Upendrakishore Ray Chowdhury - গুপি গাইন ও বাঘা বাইন,"তারপর থেকে সে যেখানেই যায়, সেখান থেকেই তাকে তাড়িয়ে দেয়","तारपर थेके से येखानेइ याय़, सेखान थेकेइ ताके ताड़िय़े देय़","तारपर थेके से येखानेइ याय़, सेखान थेकेइ ताके ताड़िय़े देय़"
Upendrakishore Ray Chowdhury,গুপি গাইন ও বাঘা বাইন,Upendrakishore Ray Chowdhury - গুপি গাইন ও বাঘা বাইন,"তখন সে করল কী, সারাদিন মাঠে মাঠে ঘুরে বেড়ায়, ক্ষুধার সময় তার নিজের গ্রামে গিয়ে ঢোলক বাজাতে থাকে, আর গ্রামের লোক তাড়াতাড়ি তাকে কিছু খাবার দিয়ে বিদায় করে বলে, ‘বাঁচলাম","तखन से करल की, सारादिन माठे माठे घुरे बेड़ाय़, क्षुधार समय़ तार निजेर ग्रामे गिय़े ढोलक बाजाते थाके, आर ग्रामेर लोक ताड़ाताड़ि ताके किछु खाबार दिय़े बिदाय़ करे बले, ‘बाँचलाम","तखन से करल की, सारादिन माठे माठे घुरे बेड़ाय़, क्षुधार समय़ तार निजेर ग्रामे गिय़े ढोलक बाजाते थाके, आर ग्रामेर लोक ताड़ाताड़ि ताके किछु खाबार दिय़े बिदाय़ करे बले, ‘बाँचलाम"
Upendrakishore Ray Chowdhury,গুপি গাইন ও বাঘা বাইন,Upendrakishore Ray Chowdhury - গুপি গাইন ও বাঘা বাইন,’তারপর এমন হল যে আর কেউ তাকে খেতে দেয় না,’तारपर एमन हल ये आर केउ ताके खेते देय़ ना,’तारपर एमन हल ये आर केउ ताके खेते देय़ ना
